	Altcal	Altcom	Altfas	Altshe	Arcstr	Asplep	Astbur	Astfla	Astpal	Auldew	Baicen	Batfas	Batfer	Batgra	Bathor	Batleo	Batmin	Batvit	BenhoM	Benhor	Benmel	Bentri	Boumic	Calmac	Calmel	Calple	Carsch	Chabif	Chabri	Chacya	Chando	Chapop	Cphfr5	Cphfro	Cphgib	Cteben	Ctehor	Ctepol	Cunlon	Cyafoa	Cyafur	Cypcol	Cypdwj	Cypkan	Cypkib	Cyplep	Cypmic	Cyppav	Cypzon	Ectdes	EctspN	Enamel	Erecya	Eremar	Gnaper	Gnapfe	Gobeth	Gralem	Gwcabe	Gwcbel	Gwcchr	Gwcsta	Hapmic	HemstZ	Hemste	Hetbut	Hplkil	HplspC	Hplsta	Hplvan	Intloo	Juldic	Julkom	JulmaN	JulmaS	Julmrk	Julorn	JulreK	Julreg	Jultra	Julunt	Lamcal	Lamkun	Lamlem	Lammel	Lamoce	LamorC	LamorS	Lamorn	Lamsig	Lamspe	Lamtig	Lchaur	Lepatt	Lepcun	Lepelo	Lepkam	Lepken	LepmeK	Lepmim	Leppro	Lesper	Lessta	Limdar	Loblab	Mdcrot	Mdcten	Neobif	Neobou	NeobrM	Neobre	Neobri	Neobue	NeocaK	Neocal	Neocan	Neocau	Neochi	Neochr	Neocra	Neocyg	Neocyl	Neodev	Neoese	NeofaM	Neofal	NeofuU	Neofur	NeogrM	Neogra	Neohec	Neohel	Neokom	Neolap	NeoleL	Neoleu	Neolon	Neolou	Neomar	Neomee	Neomod	Neomon	Neomul	Neomux	Neonig	Neonve	Neoobs	Neooli	Neopec	Neopet	Neople	Neopro	Neopul	Neosav	Neosex	Neosim	Neospl	Neotet	Neotim	Neotoa	Neotre	Neovar	NeoveB	NeoveS	Neowal	Ophboo	Ophhet	Ophnas	Ophpar	Ophven	Ophwhi	Ortcho	Ortmaz	Ortred	Ortuvi	PcybrN	Pcybri	Pcynig	Pcytem	Perecc	Permic	Peteph	Petfam	Petfas	Petgia	Pethor	Petiko	Petkas	Petkip	Petmac	Petmos	Petort	Petpol	Petrai	Petred	Pettex	Pettre	Phaacu	Pleela	Plemul	Plepar	Plestr	Psccur	Psephi	Regcal	Sarcar	Sermac	Simbab	Simdia	Simmar	Simmrg	Simple	Spaery	Spamar	Steult	Tanirs	Tchdha	Telbif	Telbra	Telbri	TeldhN	TeldhS	TeldhT	Tellon	Telluf	Telshe	TelteS	Telvit	Thobra	Tilbre	Tilspa	Trecap	Tremac	Tremar	Trenig	Tresti	Treuni	Trevar	Trezeb	Trioto	Troann	TrobrK	Trobri	Trodub	Trokir	Troluk	Trolun	Tromoo	Tromor	Trompi	Tronig	Tropol	Trored	Varmoo	Xchhec	Xenbat	Xenbou	Xencau	Xenfla	Xenkil	Xenlon	Xennas	XenniS	Xenoch	Xenorn	XenpaK	Xenpap	Xensim	Xensin	XenspN	Xenspi	Xensun
Altcal	0	2252509.31	4991598.9	1987671.93	13056823.92	13117720.49	12882533.1	13440091.59	13286929.55	13888289.24	10909564.67	13908784.02	14279974.19	13470055.8	14282557.4	13770332.2	14308437.78	13842715.86	11308406.23	11141872.81	11238764.21	11371770.21	11703165.93	13956434.92	13997259.57	14116269.93	13842101.52	8032978.57	7959457.53	7913509.33	7969609.69	7810914.24	10219241.29	10223604.33	10129950.51	10392652.04	12703896.11	13460714.91	13330872.15	13354376.5	13759904.11	12494518.78	12611718.44	12562430.65	11290943.77	12493677.34	12606802.66	12257897.27	12611146.55	13615933.11	14076884.84	13425820.21	13297460.73	13553529.49	10724162.58	13470954.37	18770871.39	12574384.46	10539477.27	10729965.62	10612907.24	10703959.48	11304260.47	13414237.21	13415810.83	15483969.21	13281065.22	13354378.21	12992735.45	13505636.89	11731462.86	7642835.05	7650192.93	7842192.69	7919046.56	7969489.17	7653674.63	7999322.79	7711482.71	7933888.02	7798473.9	5335321.67	5568066.11	4328917.61	5022792.46	3921900.6	5250821.71	5184514.2	5112924.64	5484750.84	3758389.07	8329065.03	10661766.46	5086512.02	8153143.65	5029042.83	4982396.4	4786530.04	5087939.68	4985066.64	4907246.15	13245004.3	13951687.2	12280959.65	11480275.06	13182174.63	13182807.44	7705396.7	5085520.92	7592097.07	7502080.56	8088371.2	7579404.95	5431570.03	7233967.82	6980510.57	5371908.9	8017934.7	8197874.08	7824108.69	7912011.92	7766118.74	8438492.46	8476178.79	8107560.11	7748615.75	8067927	7953742.02	8114200.21	7885982.33	5014065.58	7997747.58	7458411.32	5554848.95	7817752.01	7835643.06	7706623.97	5446562.85	7921969.28	5035765.75	8066464.13	8202001.15	4974955.21	7789980.6	7896862.87	7662143.87	7810562.81	7858158.32	7694260.16	8393893.64	4987557.99	7523569.68	7658219.09	7773904.78	7728637.07	5232357.73	7164682.18	8346550.73	8051530.15	8744381.11	7946310.85	4289393.7	4779416.24	4666379.47	7933605.56	13740319.14	13528198.13	13722257.85	13770795.91	13459934.15	13917735.61	12253226.88	13065004.99	13018452.88	13136581.48	12705887.87	12257559	12189486.31	12090010.47	11197321.09	11233778.59	11609058.53	11857687.34	11849125.25	11839145.33	11634991.25	12136652.44	11862036.56	11894269.18	11834659.55	11910970.72	11545494.86	11933025.48	11867003.19	11930273.97	11812214.26	11697211.59	12472387.52	11135965.02	11117460.03	11347593.91	11235966.61	12375001.39	14159590.43	10947878.34	12496038	12499011.41	12588456.82	11868730.29	12375264.22	12500977.45	12542934.36	13625973.5	13730193.15	17736377.51	13630704.22	11516088.75	8430674.59	8133267.68	8294361.74	8404029.25	8596469.99	8197434.55	8233705.8	8460307.14	8036872.65	8223591.75	8245108.04	12699350.97	16250989.28	16377953.79	16871882.3	16260638.1	16784928.81	16836046.57	16899835.89	14407482.97	14535016.74	15693113.68	11285980.73	11773373.18	11916627.43	11791095.14	11752521.57	11930972.92	11886362.55	11926460.77	11368645.6	11901854.42	11922814.91	11808715.5	11819464.4	11665928.97	8416477.27	11270843.34	12896626.12	12501452.2	12262122.36	12943146.7	13174891.04	12856674.85	12336899.73	12694813.59	13192063.82	12902209.69	12956936.53	12709168.62	12911451.85	13285223.71	13186657.16	13144919.71	12862818.22
Altcom	2252509.31	0	4905591.2	1228046.61	12961896.31	13036255.36	12803817.82	13363394.63	13210813.03	13827936.2	10795755.53	13773937.79	14172911.99	13341199.23	14152155.73	13643710.24	14183045.11	13706671.54	11196255.85	11032790.46	11127664.86	11268333.75	11563863.24	13882658.4	13927584.72	14033234.57	13783186.69	7918466.36	7843783.44	7805558.12	7856456.63	7694200.88	10099611.55	10124046.99	10015071.98	10283215.75	12615994.3	13363120.63	13260833.24	13289261.26	13702504.35	12389720.9	12509037.46	12463978.78	11207367.08	12396823.77	12512165.65	12150371.96	12509081.23	13540115.07	14007084.63	13338206.79	13190308.15	13459798.21	10624778.43	13382015.01	18602782.34	12482343.14	10429730.49	10614514.91	10500946.19	10590454.82	11197156.42	13296484.08	13293648.48	15322672.32	13184864.05	13260570.37	12892059	13421517.02	11637364.81	7528262.03	7532692.52	7727572.61	7801192.5	7854516	7540735.56	7888154.4	7593149.58	7814724.02	7685169.97	5252421.31	5501611.89	4273658.83	4917234.87	3775422.3	5189817.64	5117934.6	5046538.39	5414021.89	3602064.87	8219738.56	10542840.25	5017653.8	8046328.85	4961003.46	4915168.19	4716406.43	5020282.38	4917405.69	4835866.33	13172834.59	13893209.19	12189406.18	11409952.1	13108382.75	13099341.52	7599194.87	5020325.6	7497789.44	7410114.71	7975680.82	7470285.56	5359595	7138000.39	6898021.08	5298477.54	7912348.45	8087543.79	7706679.39	7804565.97	7652107.92	8328596.5	8367943.74	8005649.1	7638917.03	7956428.16	7845405.93	8003230.08	7776342.18	4946027.97	7892198.21	7340714.34	5486648.42	7710685.96	7725541.63	7590595.23	5373065.39	7814686.18	4966786.04	7954365.48	8091264.08	4912521.97	7684549.07	7789717.39	7554422.88	7699150.06	7750487.1	7587691.09	8281305.51	4920741.96	7409352.41	7545888.83	7652514.64	7619994.15	5166457.11	7072991.31	8235092.34	7940878.21	8633412.03	7847315.93	4240865.26	4715249.82	4599112.16	7822252.52	13669485.29	13478206.53	13661512.44	13707317.32	13399750.78	13859183.93	12163775.96	12975179.91	12923037.87	13046687.29	12622227.5	12161390.8	12078808.96	11980915.75	11093344.5	11136317.44	11524787.23	11785748.95	11753346.03	11751118.76	11550715.09	12050245.39	11769017.31	11811001.38	11764972.7	11828982.35	11471543.62	11844807.31	11778823.24	11850543.49	11725569.38	11605926.42	12373471.86	11035775.77	11007888.71	11234486.32	11129830.84	12279829.14	14056963.21	10835988.32	12396351.14	12397857.1	12500614.82	11781771.93	12284470.19	12422334.89	12455970.58	13525926.37	13636351.78	17579123.6	13534520.4	11409647.81	8319572.89	8015062.07	8181796.18	8289799.82	8486676.11	8093926.42	8125093.55	8353303.35	7929438.75	8118785.34	8127745.63	12603871.03	16067479.1	16216751.5	16764515.02	16140244.88	16672482.16	16718356.54	16789441.03	14273761.75	14428006.34	15586733.79	11174875.28	11692550.02	11846898.82	11711984.59	11676593.94	11858590.41	11809977.41	11851514.72	11287374.08	11834611.47	11853545.91	11731178.91	11738687.2	11593500.91	8312646.6	11160701.99	12820307.02	12410083.45	12166533.56	12861727.5	13104556.48	12776292.63	12254419.5	12601756.38	13114098.98	12816552.38	12885280.15	12633051.87	12828757.06	13206194.18	13112364.77	13069243.66	12781489.58
Altfas	4991598.9	4905591.2	0	4823440.34	13495507.32	13623350.25	13353472.01	13820230.85	13731624.24	14359505.47	11320291.04	14380717.57	14775166.96	13913889.64	14808130.71	14199343.98	14774503.86	14314764.44	11797078.07	11561288.36	11650174.33	11834655.45	12253581.45	14432189.79	14460141.41	14594561.83	14349191.78	8345022.93	8267196.34	8234721.99	8276214.01	8120937.35	10709276.75	10671817.56	10590859.83	10844416.89	13179671.24	13975702.62	13748826.88	13733879.4	14215392.04	13015570.08	13113624.86	13033034.41	11710200.76	12922080.63	13003311.75	12657568.02	13061116.09	14036327.96	14519355.04	13893300.08	13820162.96	14046822.69	11173696.15	13931657.52	19383113.82	13028488.52	10952937.24	11202635.04	11025380.22	11152181.87	11761992.52	14036767.66	13862906.33	16050072.41	13806336.95	13775309.53	13490585.2	13949886.16	12155893.93	7939637.95	7923653.95	8152580.98	8236601.39	8277408.31	7935376.71	8308745.62	7986287.4	8267343.87	8156311.11	5376322.52	5956086.34	4981985.71	6723647.38	5643643.57	5613388.05	5533124.9	5514025.12	5832919.69	5579150.48	8674978.67	11074406.86	5514093.62	8477017.03	5457523.78	5418935.5	5225566.51	5525476.84	5422681.19	5350605.09	13634675.58	14361039.15	12753330.43	11956411.41	13681962.48	13683393.33	8016689.38	5524997.24	7878864.42	7729386.39	8380704.79	7850206.45	5515801.12	7488141.18	5152264.61	5473177.86	8314687.58	8465081.59	8116044.18	8236050.7	8103350.75	8758097.46	8762604.33	8408354.65	8066702.12	8374527.79	8296355.09	8405342.34	8221499.44	5448973.57	8288280.43	7701924.24	5902743.44	8166338.91	8163324.48	8029193.15	5528595.18	8257042.8	5475783.04	8360303.41	8515956.83	5299703.57	8104667.06	8198781.37	8004213.77	8101263.73	8192725.06	8039741.06	8693625.14	5440218.7	7805598.13	7933617.37	8047636.82	8018064.56	5599040.88	7625557.49	8617088.45	8349780.08	9057855.02	8302826.94	5030436.74	5134446.66	5006915.29	8230003.28	14179123.79	14033130.75	14200520.46	14243655.92	13868054.2	14400846.36	12729472.98	13533475.98	13464421.13	13603154.86	13155276.96	12697562.36	12645710.54	12606927.21	11678406.36	11653948.27	12034416.31	12317064.84	12261085.21	12320717.47	12092158.82	12586849.29	12342889.77	12353882.86	12320171.87	12379773.39	11993947.65	12404756.51	12354766.39	12375513.17	12304695.37	12191306.34	12998872.39	11607392.82	11584504.57	11779410.47	11712914.63	12855428.12	14684503.08	11330086.81	13019163.2	13031029.43	13083339.47	12364864.56	12905713.66	12982284.78	13038456.12	14050519.7	14193994.6	18320453.44	14082096.73	11965034.82	8714378	8391573.93	8577849.95	8694251.8	8877822.72	8545750.37	8547895.66	8768723.3	8305250.28	8493468.65	8510148.02	13226911.46	16842664.12	16968534.3	17526314.54	16819649.25	17272971.34	17348042.12	17461336.15	14908574.14	14978411.47	16148511.81	11696935.95	12284203.51	12399817.13	12247605.39	12246067.83	12406905.49	12390419.98	12396111.29	11791493.2	12395362.15	12385035.04	12310469.57	12335911.12	12127697.96	8749566.07	11694984.26	13333154.84	12882864.9	12681062.3	13486004.57	13649599.2	13361216.32	12791579.49	13158240.66	13682417.5	13354893.19	13541010.52	13145537.52	13357864.63	13737732.37	13632751.49	13623286.14	13282145.09
Altshe	1987671.93	1228046.61	4823440.34	0	12647579.9	12712647.9	12428498.47	12935481.46	12785621.03	13508480.33	10622050.4	13470400.64	13653883	13070544.94	13786090.42	13331985.36	13815148.11	13395585.25	10962602.38	10868358.41	10943114.67	10990419.18	11319139.38	13540474.14	13577242.75	13693155.48	13436914.82	7805592.84	7741779.17	7705255.97	7739556.3	7541335.33	9916165.76	9867533.76	9851088.35	10079072.51	12350318.93	13060281.66	12972385.39	12997871.2	13365633.12	12091583.2	12218430.05	12194465.51	10900784.18	12169089.81	12207027.07	11962747.03	12203162.5	13276851.72	13633894.72	13019901.54	12868257.71	13063079.79	10434925.38	13081111.77	18121971.12	12219333.04	10268363.11	10422690.5	10342632.2	10387787.03	10991752.16	12785256.06	12965706.94	14886979.97	12862976.48	12954457.93	12603791.75	13053993.71	11466026.68	7473871.61	7470261.81	7653507.59	7709584.82	7765329.36	7486399.71	7784165.51	7536043.13	7719068.54	7574291.36	5186938.52	5387315.79	4220560.23	4854808.82	3767278.28	5088521.43	5048582.12	4950639.92	5337698.9	3566932.42	8089444.1	10389859.77	4933784.71	7936237.75	4879407.9	4812793.67	4651612.57	4929442.79	4830331.67	4767276.98	12925134.98	13534847.88	11929980.23	11130213.35	12742382.64	12770786.22	7489630.6	4910609.68	7389149.81	7332942.75	7861653.69	7427379.04	5274085.96	7084701.08	6641953.44	5212415.92	7770382.63	8020085.77	7658009.21	7698539.99	7558115.61	8215302.92	8251159.13	7842659.85	7565649.83	7854291.27	7733202.79	7879412.8	7677863.34	4849261.29	7778983.04	7302336.42	5404389.75	7601593.36	7617761.72	7507742.75	5285202.47	7716077.78	4878702.2	7883836.05	7995943.68	4833485.38	7556045.88	7659659.16	7445713.51	7612098.89	7650535.44	7482877.13	8173313.06	4834314.28	7368359.3	7487569.82	7601630.25	7552070.92	5081341.97	6647233.82	8164663	7823721.35	8517191.76	7698181.62	4165394.54	4623596.36	4537120.35	7742146.79	13371273.1	13032281.26	13340018.46	13399554.46	13139489.58	13509864.06	11873125.43	12572587.25	12568104.72	12667542.24	12251908.72	11836330.41	11792675.57	11713135.18	10866599.17	10933913.65	11274728.65	11491598.18	11592739.63	11495165.61	11346099.82	11814175.52	11537118.14	11528207.19	11420712.89	11556650.01	10980246.88	11601144.15	11514560.16	11545646.77	11481853.15	11380029.74	12098629.34	10800640.79	10819352.69	11011995.88	10926982.25	12039650.79	13713319.94	10661025.68	12119810.93	12113045.36	12242621.36	11551408.43	12002830.33	12137676.33	12199009.75	13235643.29	13272609.12	17123878.05	13224161.13	11145591.54	8207511.01	7952983.53	8107602.29	8181130.11	8359977.28	7964443.76	8003903.68	8243010.38	7877808.7	8032234.75	8063339.1	12315006.96	15714233.59	15828667.05	15834075.07	15629484.05	16155665	16165384.79	16185138.39	13911558.5	13875159.82	15022581.43	10986201.53	11438513.85	11581200.6	11507340.45	11402604.33	11571385.4	11533620.26	11604357.97	11106099	11556496.15	11567095.78	11490106.37	11493521.36	11401186.29	8187757.36	10961790.69	12539816.69	12185073.71	11925774.94	12518351.95	12720063.34	12446076.79	11968192.88	12320496.75	12801203.65	12537756.56	12396762.38	12331710.36	12533157.65	12836485.09	12724680.94	12734504	12504544.66
Arcstr	13056823.92	12961896.31	13495507.32	12647579.9	0	11564892.14	6572983.57	6825435.63	6720311	12372233.27	9360497.23	13259989.46	13593940.11	12758164.57	13637410.23	13094667.03	13675397.63	13230158.3	9589337.94	9460183.31	9549869.61	9676888.93	10915337.82	12359983.84	12429152.27	12546835.17	12324950.09	12800413.99	12639047.47	12653589.74	12692358.31	12340469.05	8704157.72	8703165.66	8624226.77	8882380.93	7429069.41	8666718.22	11833618.02	11843725.79	12316971.83	10843325.94	10956692.63	10957632.03	10038984.62	10863205.39	10939450.66	10641727.38	10972267.85	12155177.51	12612901.86	11914674.41	10958832.03	11211738.03	9142214.84	8187062.98	18059194.1	10975508.75	8983153.06	9147289.06	9037941.52	9115177.73	9644503.13	12780365.26	12762858.86	14858727.08	6831755.26	6735119.88	6475778.21	5325936.07	6633880.5	12133238.78	12104775.41	12548139.37	12670682.4	12735649.89	12118006.54	12744876.52	12226355.88	12659572.75	12472663.47	13401228.02	13342397.64	12583628.02	14990878.89	13478325.32	13224520.17	12968435.95	12915250.51	13248729.45	13740590.23	13031597.3	9095562.53	13618562.77	12863091.98	13612043.17	13484388.49	13097628.84	13604172.02	13485482.73	13412285	11741672.14	12416113.95	6998054.5	6363215.62	11653999.8	11635738.67	12458999.82	13551997.5	13089388.5	12790041.25	12866483.95	12087445.8	13690060.54	12529632.9	13144120.11	13481394.78	12833311.68	12799734.97	12500548.07	12705523.14	12433927.28	13212654.84	13248337.37	12872049.61	12501392.87	12834571.54	12652849.36	12936022.32	12661214.25	13186370.82	12715218.57	11838896.52	13421937.07	12539480.07	12572531.04	12452454.72	13722366.12	12685307.5	13447968.95	12675606.22	12975183.74	12344164.82	12394540.14	12674692.66	12435226.18	12508848.93	12656036.54	12415992.89	13172215.57	13402472.59	12034120.79	12225235.5	12423639.98	12290896.7	13044718.29	11703388.74	12934399.67	12787089.15	13322295.35	12818773.46	12631621.15	12481820.75	12320382.28	12711508.43	12068924.37	11871813.62	12292729.65	12254091.8	11934337.21	12430668.4	7630728.75	10104943.1	10045067.89	10167848.48	10992912.43	10671337.25	10484050.04	10403381.31	9497152.21	9606840.45	6457468.27	6678257.81	6674070.72	6597346.04	6475486.35	6857202.05	6622503.2	6632045	6590529.86	6628830.55	6509187.44	6642748.38	6613033.17	6650867.18	6576401.29	6501679.56	7675262.71	9462014.7	9433702.46	9672499.45	9584403.64	7163436.6	9529660.16	9405746.28	7699711.76	7685373.58	7362742.43	6710059.9	7155901.04	7272895.31	7376183.22	11283888.22	11375539.5	17000420.63	11286924	9986877.96	13305388.73	12730240.7	13113731.02	13186959.32	13405458.03	12869226.34	13041083.63	13313166.73	12713305.7	12879730.04	12987567.46	7888911.57	15584986.35	15643898.82	16226613.79	15640305.12	16154290.75	16198890.32	16261848.96	13756237.19	13920148.54	14989002.68	9715570.45	6574445.06	6700077.08	6629744.27	6553382.91	6700945.5	6678417.6	6717319.54	6352107.25	6682140.38	6708667.08	6631705.87	6606232.47	6517825.14	12849731.96	9562919.8	11368087.28	11049082.83	10694831.41	11406865.94	11654534.02	11296133.82	10813877.16	11117167.25	11675081.2	11353435.35	11438582.83	11161484.3	11399703.96	11780407.66	11605098.75	11591163.41	11306236.74
Asplep	13117720.49	13036255.36	13623350.25	12712647.9	11564892.14	0	11417784.15	11913286.41	11828598.41	7613293.67	8932138.09	13333560.74	13784186.15	12798963.23	13755586.42	13131070.27	13761438.96	13281524.09	9802864.62	9502551.63	9643710.26	9853309.96	11136441	7749102.77	7757351.78	7950057.28	7616532.21	12901269.82	12767873.96	12764404.88	12798127.1	12581757.03	8894587.38	8888133.04	8792704.43	9057017.37	11211815.69	12019791.96	7239365.2	7269968.24	7579123.38	11186417.35	11272359.66	11219877.12	10207833.5	11107825.92	11213865.55	10842831.82	11255305.36	7537859.57	7894955.26	4901515.73	12045477.09	12303294.39	8750937.37	11959875.36	18316381.44	6952380.3	8555670.07	8769671.7	8623479.39	8724370.41	9842164.57	12996388.9	12797646.63	14981965.88	11839771.55	11829595.93	11549021.75	12018612.79	10206636.12	12204256.05	12171620.18	12640243.75	12772236.5	12821484.45	12171734.12	12838902.79	12261865.44	12789091.85	12648285.79	13477180.14	13494600.14	12670396.63	15079221	13520241.71	13328270.86	13000557.67	13035730.06	13309044.61	13901596.52	13201134.37	8655210.33	13710401.35	12992786.81	13710844.74	13634343.15	13210923.75	13719433.45	13602088.87	13510909.27	7209077.65	7696999.79	10760657.12	10020576.93	4667667.91	4570419.25	12577248.12	13694831.63	13190904.36	12820783.89	12973682.51	12106491.75	13788212.46	12561126.67	13453954.01	13609401.7	12952449.23	12850648.51	12553031.92	12827755.66	12538240.15	13371602.57	13349314.65	13010391.93	12610441.71	12923432.09	12800365.34	13029450.79	12798625.65	13149788.43	12828360.71	11864265.63	13477463.15	12685376.36	12700402.5	12543718.93	13825170.99	12834523.1	13589438.93	12751732.53	13073655.61	12414490.23	12516863.79	12783986.59	12585128.88	12583995.98	12786372.63	12566937.72	13244823.39	13533623.98	12074451.61	12272872.55	12478912.18	12335243.65	13141058.09	12182065.08	13002891.83	12874527.36	13438727.22	12966896.72	12793567.37	12651845.41	12414708.97	12761514.48	7535477.47	7509443.21	7525312.13	7522291.94	7332131.79	7680064.47	10745868.97	11641753.8	11548413.77	11694667.63	11338001.39	10899648.39	10789445.12	10761145.89	9709788.47	9776304.61	10109052.42	10374933.29	10302178.97	10343956.64	10123973.12	10615678.15	10376767.27	10392432.06	10379897.16	10388556.79	10188663.15	10415085.22	10373866.04	10433356.97	10326862.01	10200152.49	11016794.16	9670679.08	9635813.11	9841588.42	9795125.93	10883537.35	12729493.51	8967203.96	11036657.61	11041752.75	11121503.63	10427937.17	10934187.53	11016654.32	11113292.9	12307321.72	12456528.93	17248508.66	12330388.43	9564518.85	13390690.75	12730500.34	13141201.95	13285645.54	13496132.54	13075027.07	13175970.34	13439004.07	12757313.49	12960846.7	13037211.19	11242860.13	15733556.73	15890229.77	16602322.77	15793458.91	16278935.92	16342069.85	16437964.34	13803635.2	12816385.69	15160382.47	9271641.93	10300081.57	10407706.37	10282422.47	10293187.22	10423275.2	10413924.82	10434113.84	9853425.07	10411696.41	10442252.07	10344899.51	10335516.27	10147987.83	13082238.31	9728841.61	4347012.88	4142396.49	4251459.25	4446148.22	4643139.49	4543926.82	3755087.25	4388398.3	4660072.91	4556455.71	4066415.75	3910182.19	4346642.27	4793720.74	4448062.2	4439069.02	3929524.16
Astbur	12882533.1	12803817.82	13353472.01	12428498.47	6572983.57	11417784.15	0	5469268.28	5236572.02	12171271.87	9177447.87	13026553.92	13392546.94	12538993.35	13445159.06	12834114.18	13441231.63	12992207.16	9448239.79	9302539.5	9354414.78	9524451.35	10766807.06	12178970.52	12233570.89	12377856.58	12150327.38	12627110.65	12459108.6	12494852.12	12512147.07	12151496.52	8585900.44	8564906.37	8494685.66	8733959.54	6929966.66	8445627.04	11582283.96	11586496.75	12117827.82	10724030.74	10812413.6	10802704.71	9844014.4	10688032.96	10738841.4	10429671.57	10779129.61	11950133.92	12370764.9	11722353.6	10869938.78	11105802.37	9013432.16	7681564.81	17835558.43	10799773.02	8824082.5	9010976.27	8885580.56	8971523.01	9512050.77	12616633.43	12529586.2	14570792.43	5791043.63	5228736.56	5033791.48	6919357.08	6158238.93	11956012.84	11906051.79	12383556.46	12499626.66	12553980.82	11931772.89	12555390.72	12010273.62	12513662.57	12362160.57	13232778.02	13224933.65	12416760.17	14751358.69	13263981.71	13046116.84	12765045.1	12794919.75	13078047.52	13615004.17	12901714.45	8919620.9	13456103.29	12718256.03	13449335.9	13334078.44	12948100.92	13457150.24	13322758.22	13252867.29	11501476.33	12173236.63	6478731.6	5899657.53	11522776.04	11473195.87	12309448.99	13416107.93	12935281.98	12571398.84	12692637.63	11885986.25	13521380.46	12344711.54	12989875.95	13326221.02	12641305.22	12597368.33	12325786.66	12563970.51	12292509.12	13047607	13059288.43	12684227.17	12351155.67	12665502.45	12521736.49	12728473.49	12534545.45	13033334.86	12552949.57	11612733.64	13236708.22	12407420.45	12423558.67	12287033.38	13542702.49	12564952.2	13311278.37	12498031.65	12814527.05	12153199.98	12212380.06	12482133.12	12307044.02	12317422.65	12524834.44	12292518.9	12992419.22	13280647.62	11839209.47	12020413.71	12229333.94	12094147.61	12883162.84	11609552.96	12754212.96	12591152.68	13159381.29	12679322.59	12528190.1	12388980.97	12176993.9	12523669.94	11857479.03	11672875.3	12084871.18	12063924.49	11732136.66	12232093.95	7379158.76	9981965.07	9911917.66	10052444.03	10823431.54	10458358.91	10311090.88	10296299.09	9365085.56	9464324.57	5985541.75	6187087.05	6197767.88	6115781.73	6007788.98	6373945.22	6142617.24	6147077.72	6126443.22	6155663.14	6061956.99	6161376.94	6123533.37	6166278.04	6110605.95	6054766.36	7498528.28	9324089.59	9304221.83	9491567.54	9457686.14	6679058.54	9309905.21	9207437.09	7519800.75	7516515.97	6894364.26	6225917.7	6707756.45	6793609.53	6901918.82	11142015.28	11254199.38	16771147.74	11161071.98	9797745.58	13114146.21	12502771.79	12931204.82	13000722.16	13200863.83	12732640.16	12880249.69	13122468.03	12506293.35	12680634.86	12786379.56	7704845.06	15343737.13	15428863.25	16035910.84	15462421.94	15931196.55	15971401.75	16069599.74	13542548.65	13678037.6	14753350.53	9531477.91	6125794.8	6236718.13	6177301.38	6094135.07	6239062.78	6236034.46	6254588.16	5886587.75	6220496.25	6236814.59	6190626.62	6173695.25	6055788.19	12677199.83	9418089.59	11183545.06	10816559.14	10480822.94	11280215.79	11476390.92	11138485.3	10631444.47	10941371.95	11512652.24	11159370.69	11302767.56	10992808.45	11204026.39	11575433.37	11397859.44	11419069.91	11121556.21
